Week,Fecha Act,SumaDeBEGINNER NAV,SumaDeCLOSE TRADE,SumaDeNET LIQUID VALUE,SumaDeLIQUIDACION,SumaDeCASH NAV,SumaDeOPEN CASH FLOW,SumaDeFREE CASH,SumaDeTRADING,Fondo,CloseTrade_BRUTO
Week May 20 to 24,2024-05-24,470000.0,50686.0,520686.0,0.0,644400.0,123714.0,96548.0,424138.0,INS,
Week May 27 to 31,2024-05-31,470000.0,50686.0,520686.0,0.0,658655.0,137969.0,125428.0,395258.0,INS,
Week Jun 3 to 7,2024-06-07,470000.0,50686.0,520686.0,0.0,677097.0,156411.0,59187.0,461499.0,INS,
Week Jun 10 to 17,2024-06-17,470000.0,50686.0,520686.0,0.0,677097.0,156411.0,59187.0,461499.0,INS,
Week Jun 17 to 21,2024-06-21,470000.0,50686.0,520686.0,0.0,677097.0,156411.0,59187.0,461499.0,INS,
Week Jun 24 to 28,2024-06-28,470000.0,54218.0,524218.0,0.0,681548.0,157330.0,62719.0,461499.0,INS,
Week Jul 1 to 5,2024-07-05,470000.0,54218.0,524218.0,0.0,681548.0,157330.0,62719.0,461499.0,INS,
Week Jul 8 to 12,2024-07-11,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Jul 15 to 19,2024-07-19,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Jul 22 to 26,2024-07-26,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Jul 29 to 2,2024-08-01,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Aug 5 to 9,2024-08-07,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Aug 12 to 16,2024-08-14,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Aug 19 to 23,2024-08-22,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Aug 26 to 30,2024-08-29,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Sep 2 to 6,2024-09-06,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Sep 9 to 13,2024-09-13,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Sep 16 to 20,2024-09-20,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Sep 23 to 27,2024-09-26,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Sep 30 to 4,2024-10-04,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Oct 7 to 11,2024-10-10,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Oct 14 to 18,2024-10-17,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Oct 21 to 25,2024-10-22,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Oct 21 to 25,2024-10-25,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Oct 28 to 1,2024-11-01,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Nov 4 to 8,2024-11-08,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Nov 11 to 15,2024-11-15,470000.0,54218.0,524218.0,0.0,699522.0,175304.0,62719.0,461499.0,INS,
Week Nov 18 to 22,2024-11-19,470000.0,54218.0,524218.0,0.0,700652.0,176434.0,24460.0,499758.0,INS,
Week Nov 25 to 29,2024-11-26,470000.0,54218.0,524218.0,0.0,703439.0,179221.0,35222.0,488996.0,INS,
Week Dic 2 to 6,2024-12-03,470000.0,54218.0,524218.0,0.0,703439.0,179221.0,35222.0,488996.0,INS,
Week Dic 9 to 13,2024-12-13,470000.0,58135.0,528135.0,0.0,703439.0,175304.0,66636.0,461499.0,INS,
Week Dic 16 to 20,2024-12-18,470000.0,58135.0,528135.0,0.0,703439.0,175304.0,66636.0,461499.0,INS,
Week Dic 23 to 27,2024-12-23,470000.0,58135.0,528135.0,0.0,703439.0,175304.0,66636.0,461499.0,INS,
Week Dic 30 to 3,2025-01-03,470000.0,58135.0,528135.0,0.0,703439.0,175304.0,66636.0,461499.0,INS,
Week Jan 6 to 10,2025-01-08,470000.0,58135.0,528135.0,0.0,703439.0,175304.0,66636.0,461499.0,INS,
Week Jan 13 to 17,2025-01-18,470000.0,233439.0,703439.0,0.0,703439.0,0.0,703439.0,0.0,INS,
Week Jan 20 to 24,2025-01-25,470000.0,233439.0,703439.0,0.0,703439.0,0.0,703439.0,0.0,INS,
Week Jan 27 to 31,2025-01-31,470000.0,233439.0,703439.0,0.0,703439.0,0.0,703439.0,0.0,INS,
Week Feb 3 to 7,2025-02-06,470000.0,233439.0,703439.0,0.0,703439.0,0.0,703439.0,0.0,INS,
Week Feb 10 to 14,2025-02-14,470000.0,233439.0,703439.0,0.0,703439.0,0.0,703439.0,0.0,INS,
Week Feb 17 to 21,2025-02-20,470000.0,233439.0,703439.0,0.0,703439.0,0.0,703439.0,0.0,INS,
Week Feb 24 to 28,2025-02-27,470000.0,233439.0,703439.0,0.0,703439.0,0.0,703439.0,0.0,INS,
Week Mar 3 to 7,2025-03-06,470000.0,233439.0,703439.0,0.0,703439.0,0.0,703439.0,0.0,INS,
Week Mar 10 to 14,2025-03-14,470000.0,233439.0,703439.0,0.0,703439.0,0.0,703439.0,0.0,INS,
Week Mar 17 to 21,2025-03-19,470000.0,233439.0,703439.0,0.0,703439.0,0.0,703439.0,0.0,INS,
Week Mar 24 to 28,2025-03-28,470000.0,241696.0,711696.0,0.0,737433.0,25737.0,345908.0,365788.0,INS,
Week Mar 31 to 4,2025-04-04,470000.0,241696.0,711696.0,0.0,737433.0,25737.0,345908.0,365788.0,INS,
Week Abr 7 to 11,2025-04-09,470000.0,241696.0,711696.0,0.0,737433.0,25737.0,345908.0,365788.0,INS,
Week Abr 14 to 18,2025-04-16,470000.0,267061.0,737061.0,0.0,759870.0,22809.0,431032.0,306029.0,INS,
Week Abr 21 to 25,2025-04-25,470000.0,267061.0,737061.0,0.0,759870.0,22809.0,431032.0,306029.0,INS,
Week Abr 28 to 2,2025-05-02,470000.0,267061.0,737061.0,0.0,759870.0,22809.0,431032.0,306029.0,INS,
Week May 5 to 9,2025-05-07,470000.0,267061.0,737061.0,0.0,759870.0,22809.0,431032.0,306029.0,INS,
Week May 12 to 16,2025-05-15,470000.0,267061.0,737061.0,0.0,759870.0,22809.0,431032.0,306029.0,INS,
Week May 19 to 23,2025-05-23,470000.0,267061.0,737061.0,0.0,772065.0,35004.0,221118.0,515943.0,INS,
Week May 26 to 30,2025-05-30,470000.0,267061.0,737061.0,0.0,772065.0,35004.0,221118.0,515943.0,INS,
Week Jun 2 to 6,2025-06-06,470000.0,267061.0,737061.0,0.0,772065.0,35004.0,221118.0,515943.0,INS,
Week Jun 9 to 13,2025-06-11,470000.0,267061.0,737061.0,0.0,772065.0,35004.0,221118.0,515943.0,INS,
Week Jun 16 to 20,2025-06-19,470000.0,267061.0,737061.0,0.0,772065.0,35004.0,221118.0,515943.0,INS,
Week Jun 23 to 27,2025-06-25,470000.0,267061.0,737061.0,0.0,772065.0,35004.0,221118.0,515943.0,INS,
Week Jun 30 to 4,2025-07-04,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Jul 7 to 11,2025-07-10,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Jul 14 to 18,2025-07-17,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Jul 21 to 25,2025-07-24,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Jul 28 to 1,2025-07-31,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Aug 4 to 8,2025-08-08,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Aug 11 to 15,2025-08-17,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Aug 18 to 22,2025-08-22,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Aug 25 to 29,2025-09-01,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Sep 1 to 5,2025-09-04,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Sep 8 to 12,2025-09-12,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Sep 15 to 19,2025-09-18,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Sep 22 to 26,2025-09-25,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Sep 29 to 3,2025-10-03,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Oct 6 to 10,2025-10-10,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Oct 13 to 17,2025-10-16,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Oct 20 to 24,2025-10-24,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Oct 27 to 31,2025-10-31,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Nov 3 to 7,2025-11-07,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Nov 10 to 14,2025-11-13,470000.0,276215.0,746215.0,0.0,809117.0,62902.0,230272.0,515943.0,INS,
Week Nov 17 to 21,2025-11-20,470000.0,276215.0,746215.0,0.0,810417.0,64202.0,198034.0,548181.0,INS,
Week Nov 24 to 28,2025-11-28,470000.0,276215.0,746215.0,0.0,816248.0,70033.0,42999.0,703215.625,INS,
Week Dic 1 to 5,2025-12-05,470000.0,276215.0,746215.0,0.0,816248.0,70033.0,42999.0,703215.625,INS,
Week Dic 8 to 12,2025-12-12,470000.0,276215.0,746215.0,0.0,816248.0,70033.0,42999.0,703215.625,INS,
Week Dic 15 to 19,2025-12-19,470000.0,276215.0,746215.0,0.0,816248.0,70033.0,42999.0,703215.625,INS,
Week Dic 22 to 26,2025-12-26,470000.0,276215.0,746215.0,0.0,842101.0,95886.0,42999.0,703216.0,INS,
Week Dic 29 to 2,2026-01-02,470000.0,276215.0,746215.0,0.0,842101.0,95886.0,42999.0,703216.0,INS,
Week Jan 5 to 9,2026-01-08,470000.0,276215.0,746215.0,0.0,842101.0,95886.0,42999.0,703216.0,INS,
Week Jan 12 to 16,2026-01-16,470000.0,276215.0,746215.0,,842101.0,95886.0,42999.0,703216.0,INS,345268.75
Week Jan 19 to 23,2026-01-23,470000.0,372101.0,842101.0,,842101.0,0.0,842101.0,0.0,INS,465126.25
Week Jan 26 to 30,2026-01-30,470000.0,372101.0,842101.0,,842101.0,0.0,842101.0,0.0,INS,465126.25
Week Feb 2 to 6,2026-02-06,470000.0,372101.0,842101.0,,842101.0,0.0,842101.0,0.0,INS,465126.25
Week Feb 9 to 13,2026-02-13,470000.0,372101.0,842101.0,,842101.0,0.0,842101.0,0.0,INS,465126.25
Week Feb 16 to 20,2026-02-20,470000.0,372101.0,842101.0,,842101.0,0.0,842101.0,0.0,INS,465126.25
